DIPUTACIONES LOCALES
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7402,0,7402,98.0787,6201,82.1650,4.0413,1199,3689842,2491611,2486552,67.3891

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PAN_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA_CPP,C_PAN_PRD_MC_NA_PSI,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_NA_CPP_PSI,C_PAN_MC_NA_CPP_PSI,C_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_NA_CPP,C_PAN_PRD_NA_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_NA_CPP,C_PAN_MC_NA_PSI,C_PAN_MC_CPP_PSI,C_PAN_NA_CPP_PSI,C_PRD_MC_NA_CPP,C_PRD_MC_NA_PSI,C_PRD_MC_CPP_PSI,C_PRD_NA_CPP_PSI,C_MC_NA_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_NA,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_NA,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_NA_CPP,C_PAN_NA_PSI,C_PAN_CPP_PSI,C_PRD_MC_NA,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_NA_CPP,C_PRD_NA_PSI,C_PRD_CPP_PSI,C_MC_NA_CPP,C_MC_NA_PSI,C_MC_CPP_PSI,C_NA_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_NA,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_NA,C_PRD_CPP,C_PRD_PSI,C_MC_NA,C_MC_CPP,C_MC_PSI,C_NA_PSI,C_CPP_PSI,C_NA_CPP,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'211517B0100,211517B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1517,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,Sin Acta,0,,,,,,,,
'211517C0100,211517C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1517,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,,Sin Acta,0,,,,,,,,
'211518B0100,211518B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1518,01,B,00,1,3,159,320,7,327,75,51,7,11,13,7,6,4,2,119,8,,,,0,,,,,0,1,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,17,327,323,465,7,,1,F,989be30a4394c2671aa26134d0be322a716a3ec8182b52e2a219f11ed50c0df2,2018-07-02 02:34:00,2018-07-02 03:01:20,2018-07-02 03:36:18,CATD,Escaner,ACTA PREP
'211518C0100,211518C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1518,01,C,00,1,3,145,329,10,339,91,32,7,8,7,6,2,2,0,156,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,0,,0,0,0,,0,0,,0,0,,0,,5,0,0,1,0,15,339,339,464,10,,1,F,74d1c0413703d17f86d12be7f39b0bb60a98c975df82be6f9be33c415a85f959,2018-07-02 02:34:00,2018-07-02 02:47:17,2018-07-02 02:48:22,CATD,Escaner,ACTA PREP
'211519B0100,211519B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1519,01,B,00,1,3,218,378,9,387,65,37,6,14,23,11,3,2,3,177,13,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,3,1,0,3,0,26,387,387,585,9,,1,F,937674b8b34d43965681e219dfc1c2aef97d43baced61f9862de583519f94186,2018-07-02 03:30:00,2018-07-02 03:49:01,2018-07-02 03:50:29,CATD,Escaner,ACTA PREP
'211519C0100,211519C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1519,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,,Sin Acta,0,,,,,,,,
'211520B0100,211520B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1520,01,B,00,1,3,245,497,6,499,116,58,10,17,17,14,2,7,1,217,7,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,1,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,6,1,0,0,0,23,503,499,727,6,,1,F,dc96bd6cc55eb4b33e0348d52c4206e46df7f52153d9a851b73b9e29baf6a17a,2018-07-02 03:52:00,2018-07-02 04:01:39,2018-07-02 04:02:55,CATD,Escaner,ACTA PREP
'211520C0100,211520C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1520,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,,Sin Acta,0,,,,,,,,
'211521B0100,211521B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1521,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,,Sin Acta,0,,,,,,,,
'211521C0100,211521C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1521,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,,Sin Acta,0,,,,,,,,
'211522B0100,211522B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1522,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,,Sin Acta,0,,,,,,,,
'211522C0100,211522C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1522,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,,Sin Acta,0,,,,,,,,
'211522C0200,211522C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1522,02,C,00,1,3,242,337,6,344,60,47,6,6,9,4,1,14,2,160,8,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,4,2,1,1,0,17,343,343,567,6,,1,F,70659c9641a487ea475d6512689538313b143c66ddc324401f93f323523af4c7,2018-07-02 03:14:00,2018-07-02 03:25:22,2018-07-02 03:26:14,CATD,Escaner,ACTA PREP
'211523B0100,211523B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1523,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,,Sin Acta,0,,,,,,,,
'211523C0100,211523C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1523,01,C,00,1,3,159,494,5,494,0,0,0,0,0,0,0,0,0,0,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,8,1,0,0,0,16,494,31,633,5,,1,F,0db11be6fbcf2ca1af53698aa3124108ba0aff510371277c26091af922b74ea5,2018-07-02 03:50:00,2018-07-02 04:00:29,2018-07-02 04:42:44,CATD,Escaner,ACTA PREP
'211524B0100,211524B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1524,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,,Sin Acta,0,,,,,,,,
'211524C0100,211524C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1524,01,C,00,1,3,164,366,8,374,146,58,3,12,11,7,3,7,1,104,4,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,2,16,374,374,518,8,,1,F,abfbda9e1d6d6be873547e8b7947d63448903d9776d0a5dc6872ac915cc1a13f,2018-07-02 02:25:00,2018-07-02 02:41:44,2018-07-02 02:42:28,CATD,Escaner,ACTA PREP
'211524C0200,211524C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1524,02,C,00,1,3,160,370,8,377,140,51,3,6,10,7,1,5,2,120,4,,,,0,,,,,0,2,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,1,,0,0,0,,0,0,,0,0,,0,,0,0,0,3,0,21,378,378,517,8,,1,F,6c8215af71e83a4ec62b9aa701a8b258f25cb7e947170da5cd93e3c3385bb959,2018-07-02 02:30:00,2018-07-02 02:47:42,2018-07-02 02:48:09,CATD,Escaner,ACTA PREP
'211525B0100,211525B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1525,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,Sin Acta,0,,,,,,,,
'211525C0100,211525C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1525,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,Sin Acta,0,,,,,,,,
'211525C0200,211525C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1525,02,C,00,1,3,179,389,7,394,92,37,3,10,15,7,4,4,0,185,11,,,,2,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,1,0,,0,0,,0,,2,0,0,3,0,19,396,397,556,7,,1,F,da022bbb223f03d24d670a794ae1fd9a892dce6b114010e2e4fe799018bd02bf,2018-07-02 00:45:00,2018-07-02 00:48:27,2018-07-02 00:50:19,CATD,Escaner,ACTA PREP
'211526B0100,211526B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1526,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,,Sin Acta,0,,,,,,,,
'211526C0100,211526C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1526,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,Sin Acta,0,,,,,,,,
'211527B0100,211527B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1527,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,,Sin Acta,0,,,,,,,,
'211527C0100,211527C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1527,01,C,00,1,3,113,338,5,343,0,0,3,0,1,5,6,7,0,0,8,,,,1,,,,,1,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,1,,0,0,,0,0,,0,,0,0,0,0,1,15,343,49,438,5,,1,F,54d121c079fd0ce03ab371127f04a5d00e8060c04f12bb50e7738422e544c1f8,2018-07-02 01:49:00,2018-07-02 02:04:21,2018-07-02 02:54:06,CATD,Escaner,ACTA PREP
'211528B0100,211528B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1528,01,B,00,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,416,0,Todos los campos ilegibles,0,F,2c39083c645209cebc8f926d7de6e342d5c69a4c6fff7ea65fda15b3dc3394e2,2018-07-01 22:45:00,2018-07-01 22:59:07,2018-07-01 23:00:29,CATD,Escaner,ACTA PREP
'211528C0100,211528C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1528,01,C,00,1,3,138,285,11,296,55,40,1,9,11,4,2,7,1,137,7,,,,3,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,4,0,0,1,0,13,296,296,415,11,,1,F,52f201506bbe57c6b130853cf3a6d59d9500b5f01764727d40a144b1250af4ee,2018-07-01 22:47:00,2018-07-01 22:59:56,2018-07-01 23:02:35,CATD,Escaner,ACTA PREP
'211529B0100,211529B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1529,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,,Sin Acta,0,,,,,,,,
'211529C0100,211529C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1529,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,,Sin Acta,0,,,,,,,,
'211530B0100,211530B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1530,01,B,00,1,3,260,474,8,485,115,49,7,13,10,9,10,5,2,230,4,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,2,2,0,2,0,19,482,479,723,8,,1,F,4d8ec7f2ddf9da1aaceb6a0618102be2f51548b8d991f3fb2ea3b6f516cd4e1c,2018-07-02 03:47:00,2018-07-02 04:26:04,2018-07-02 04:27:35,CATD,Escaner,ACTA PREP
'211530C0100,211530C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1530,01,C,00,1,3,240,490,11,499,112,39,13,10,26,16,13,14,3,212,13,,,,1,,,,,0,0,,,1,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,7,2,0,2,0,15,501,499,722,11,,1,F,dd0f3a2e7527a253df42b0ef8ef35dd521d9df66341b501ef58ea426da40d7a6,2018-07-02 03:47:00,2018-07-02 04:18:30,2018-07-02 04:20:03,CATD,Escaner,ACTA PREP
'211531B0100,211531B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1531,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,,Sin Acta,0,,,,,,,,
'211531C0100,211531C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1531,01,C,00,1,3,247,494,6,500,118,74,8,16,11,10,6,5,3,191,14,,,,1,,,,,0,0,,,0,,,1,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,2,,0,0,,0,0,,0,,12,2,0,0,1,19,500,496,725,6,,1,F,6888ebea6726759f6c1ae4ff1c9020222eb885ef468e1a09561877f1d34b00de,2018-07-02 00:49:00,2018-07-02 01:15:09,2018-07-02 01:19:17,CATD,Escaner,ACTA PREP
'211532B0100,211532B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1532,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,,Sin Acta,0,,,,,,,,
'211532C0100,211532C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1532,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,,Sin Acta,0,,,,,,,,
'211533B0100,211533B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1533,01,B,00,1,3,163,497,7,504,198,56,6,6,15,7,4,6,5,170,4,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,1,0,,0,0,,0,0,,0,,3,0,0,1,1,20,504,504,646,7,,1,F,51486650770330077fa802116db8ef244ba9043b36885521d321fd868572b49e,2018-07-02 02:01:00,2018-07-02 02:13:17,2018-07-02 02:14:16,CATD,Escaner,ACTA PREP
'211533C0100,211533C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1533,01,C,00,1,3,174,483,9,487,171,60,5,8,18,7,6,0,7,174,8,,,,0,,,,,5,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,1,1,14,492,487,646,9,,1,F,db5e26cd983911bd0b1192eaebe105f83eabe69373bc39a233ace67212e67653,2018-07-02 02:00:00,2018-07-02 02:10:08,2018-07-02 02:11:22,CATD,Escaner,ACTA PREP
'211533C0200,211533C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1533,02,C,00,1,3,164,495,6,500,182,50,2,16,16,10,3,9,2,175,5,,,,1,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,1,0,24,501,500,645,6,,1,F,d2dc4263b7d8caf0b1276e1e923e121f9e7692335a7e40617f396fd085952c6e,2018-07-02 01:34:00,2018-07-02 01:47:39,2018-07-02 01:48:26,CATD,Escaner,ACTA PREP
'211534B0100,211534B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1534,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,,,-,,,,,,,,
'211534C0100,211534C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1534,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,-,,,,,,,,
'211534C0200,211534C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1534,02,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,-,,,,,,,,
'211534C0300,211534C030003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1534,03,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,-,,,,,,,,
'211534C0400,211534C040003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1534,04,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,-,,,,,,,,
'211534C0500,211534C050003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1534,05,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,-,,,,,,,,
'211535B0100,211535B010003,21,PUEBLA,019,HEROICA PUEBLA DE ZARAGOZA,1535,01,B,00,1,3,241,410,5,415,71,39,6,6,18,9,6,2,4,221,7,,,,2,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,10,1,0,2,1,10,415,415,636,5,,1,F,13cfee951066fa18b47fce681ae34bf5ab5b6116642b72f5223d2a007adf02d4,2018-07-02 03:43:00,2018-07-02 04:36:42,2018-07-02 04:38:59,CATD,Escaner,ACTA PREP
'211535C0100,211535C010003,21,PUEBLA,019,HEROICA PUEBLA DE ZARAGOZA,1535,01,C,00,1,3,238,410,7,417,69,39,2,12,18,5,3,4,1,229,9,,,,2,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,1,,0,0,,0,0,,0,,5,1,0,0,0,17,417,417,635,7,,1,F,59d4f23b0830f723da17a65f28da42319266d0bd83a996c5720107ff49ff7453,2018-07-02 03:40:00,2018-07-02 04:38:14,2018-07-02 04:40:34,CATD,Escaner,ACTA PREP
'211535C0200,211535C020003,21,PUEBLA,019,HEROICA PUEBLA DE ZARAGOZA,1535,02,C,00,1,3,244,406,5,410,76,28,4,8,17,9,3,4,3,226,9,,,,2,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,3,0,0,0,0,17,411,410,635,5,,1,F,21767731667fe1b485b05d44622d096b7311b0f31f53caa6f032798db7de1da6,2018-07-02 03:34:00,2018-07-02 04:33:16,2018-07-02 04:34:46,CATD,Escaner,ACTA PREP
'211535C0300,211535C030003,21,PUEBLA,019,HEROICA PUEBLA DE ZARAGOZA,1535,03,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,,Sin Acta,0,,,,,,,,
'211536B0100,211536B010003,21,PUEBLA,019,HEROICA PUEBLA DE ZARAGOZA,1536,01,B,00,1,3,248,492,7,499,136,52,4,12,21,12,7,4,4,207,8,,,,2,,,,,0,1,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,1,,0,0,,0,0,,0,,5,2,0,1,2,17,499,499,727,7,,1,F,4404d46bf1d1c90af174abdaf963e347b3eb4df688c1c0d86c8ac5337b56ee1d,2018-07-02 04:25:00,2018-07-02 05:23:23,2018-07-02 05:26:35,CATD,Escaner,ACTA PREP
'211536C0100,211536C010003,21,PUEBLA,019,HEROICA PUEBLA DE ZARAGOZA,1536,01,C,00,1,3,214,526,5,530,124,50,7,7,14,7,3,8,3,260,7,,,,3,,,,,0,0,,,0,,,0,,,,0,,,3,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,0,,0,0,,0,0,,0,,3,2,0,2,0,26,531,530,727,5,,1,F,1b3cb5e694463aca4277b8915f0eb0dc5186749a635147464592d9d3c717721f,2018-07-02 03:25:00,2018-07-02 04:28:37,2018-07-02 04:29:26,CATD,Escaner,ACTA PREP
'211536C0200,211536C020003,21,PUEBLA,019,HEROICA PUEBLA DE ZARAGOZA,1536,02,C,00,1,3,218,522,6,531,133,55,5,16,23,7,6,4,1,235,7,,,,1,,,,,1,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,7,3,0,0,0,22,528,528,727,6,,1,F,ba1e0875eb84a3a7b4f1ad46571289fc34f2705c095a4a76e8e149fc634fcc00,2018-07-02 04:32:00,2018-07-02 05:01:03,2018-07-02 05:02:51,CATD,Escaner,ACTA PREP
'211537B0100,211537B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1537,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,,Sin Acta,0,,,,,,,,
'211537C0100,211537C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1537,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,,,-,,,,,,,,
'211537C0200,211537C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1537,02,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,,Sin Acta,0,,,,,,,,
'211537C0300,211537C030003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1537,03,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,,Sin Acta,0,,,,,,,,
'211537C0400,211537C040003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1537,04,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,,,-,,,,,,,,
'211538B0100,211538B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1538,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,,Sin Acta,0,,,,,,,,
