DIPUTACIONES LOCALES
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7402,0,7402,98.0787,6201,82.1650,4.0413,1199,3689842,2491611,2486552,67.3891

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PAN_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA_CPP,C_PAN_PRD_MC_NA_PSI,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_NA_CPP_PSI,C_PAN_MC_NA_CPP_PSI,C_PRD_MC_NA_CPP_PSI,C_PAN_PRD_MC_NA,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_NA_CPP,C_PAN_PRD_NA_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_NA_CPP,C_PAN_MC_NA_PSI,C_PAN_MC_CPP_PSI,C_PAN_NA_CPP_PSI,C_PRD_MC_NA_CPP,C_PRD_MC_NA_PSI,C_PRD_MC_CPP_PSI,C_PRD_NA_CPP_PSI,C_MC_NA_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_NA,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_NA,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_NA_CPP,C_PAN_NA_PSI,C_PAN_CPP_PSI,C_PRD_MC_NA,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_NA_CPP,C_PRD_NA_PSI,C_PRD_CPP_PSI,C_MC_NA_CPP,C_MC_NA_PSI,C_MC_CPP_PSI,C_NA_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_NA,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_NA,C_PRD_CPP,C_PRD_PSI,C_MC_NA,C_MC_CPP,C_MC_PSI,C_NA_PSI,C_CPP_PSI,C_NA_CPP,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'211486C0100,211486C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1486,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,Sin Acta,0,,,,,,,,
'211487B0100,211487B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1487,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,Sin Acta,0,,,,,,,,
'211487C0100,211487C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1487,01,C,00,1,3,296,288,4,296,54,27,7,13,8,10,5,1,2,138,5,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,1,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,8,1,0,0,0,15,292,296,569,4,,1,F,6f75eae23655904b13a640cba41f5e2460052d5958ba9401e060918a9838d890,2018-07-02 01:00:00,2018-07-02 01:11:55,2018-07-02 01:13:39,CATD,Escaner,ACTA PREP
'211488B0100,211488B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1488,01,B,00,1,3,0,0,0,0,78,32,6,3,6,7,0,8,2,135,0,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,1,0,0,22,0,300,535,0,,1,F,46905a61c1639d0dd22e63d1223dcf3d568f10df61fc7c34170f9f48fe387571,2018-07-01 23:26:00,2018-07-01 23:42:42,2018-07-01 23:44:11,CATD,Escaner,ACTA PREP
'211488C0100,211488C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1488,01,C,00,1,3,246,301,7,308,60,43,10,6,5,20,3,4,6,125,6,,,,2,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,3,0,,1,0,0,,0,0,,0,0,,0,,1,1,0,2,0,10,308,308,534,7,,1,F,6874fc4be3a3c0a0a51b253072e5f31798b707fe04cc313db578030cd9a2e1e0,2018-07-02 02:22:00,2018-07-02 02:34:54,2018-07-02 02:35:14,CATD,Escaner,ACTA PREP
'211489B0100,211489B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1489,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,,Sin Acta,0,,,,,,,,
'211489C0100,211489C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1489,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,Sin Acta,0,,,,,,,,
'211490B0100,211490B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1490,01,B,00,1,3,218,430,8,438,90,46,8,18,13,6,2,5,4,198,6,,,,1,,,,,0,0,,,0,,,0,,,,0,,,1,,0,1,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,0,,0,0,,0,0,,0,,4,2,0,4,0,28,438,438,636,8,,1,F,6337b3afd42819ec9eb1665aa1829af4206522ebce5317f74b6a0b0ba86baff4,2018-07-02 03:31:00,2018-07-02 03:49:24,2018-07-02 03:51:20,CATD,Escaner,ACTA PREP
'211490C0100,211490C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1490,01,C,00,1,3,226,423,6,429,109,37,2,10,21,4,5,4,0,201,10,,,,3,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,1,0,0,,0,0,,0,0,,0,,6,3,0,0,0,12,429,429,635,6,,1,F,ec5d8bd7ef40ed70c0f9842ee716d0a9512205382f5658450bd3c94e6e3c1a81,2018-07-02 02:50:00,2018-07-02 03:01:20,2018-07-02 03:03:52,CATD,Escaner,ACTA PREP
'211491B0100,211491B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1491,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,,Sin Acta,0,,,,,,,,
'211491C0100,211491C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1491,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,Sin Acta,0,,,,,,,,
'211491C0200,211491C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1491,02,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,Sin Acta,0,,,,,,,,
'211494B0100,211494B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1494,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,Sin Acta,0,,,,,,,,
'211494C0100,211494C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1494,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,Sin Acta,0,,,,,,,,
'211495B0100,211495B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1495,01,B,00,1,3,176,263,4,262,45,44,4,3,11,8,3,2,1,115,3,,,,1,,,,,0,0,,,0,,,0,,,,0,,,0,,1,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,4,1,0,2,0,15,267,263,420,4,,1,F,9d25c21f7528839d46546131015775498a26a8a3482df8e5fd308dc0500b4671,2018-07-02 00:01:00,2018-07-02 00:17:28,2018-07-02 00:18:49,CATD,Escaner,ACTA PREP
'211495C0100,211495C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1495,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,,Sin Acta,0,,,,,,,,
'211496B0100,211496B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1496,01,B,00,1,3,277,459,0,465,114,66,9,15,18,8,4,9,2,188,7,,,,3,,,,,0,0,,,0,,,1,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,1,2,15,465,465,721,0,,1,F,7f91d68ade1fbb8ecc0daeb5442dbf8827882de9dd739f649d620ccf9ecedd30,2018-07-02 03:55:00,2018-07-02 04:00:18,2018-07-02 04:42:23,CATD,Escaner,ACTA PREP
'211497B0100,211497B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1497,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,,Sin Acta,0,,,,,,,,
'211497C0100,211497C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1497,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,,Sin Acta,0,,,,,,,,
'211498B0100,211498B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1498,01,B,00,1,3,210,396,6,402,113,34,6,9,11,6,2,7,4,186,5,,,,2,,,,,0,0,,,0,,,1,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,6,1,0,0,0,9,402,402,593,6,,1,F,5a56e14c84e1308f27abcaf1ca5147f7a6b427890531d6ac9200bbe06581ef8e,2018-07-02 03:45:00,2018-07-02 04:06:16,2018-07-02 04:08:11,CATD,Escaner,ACTA PREP
'211498C0100,211498C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1498,01,C,00,1,3,231,372,9,370,88,51,8,12,7,6,4,3,0,170,7,,,,2,,,,,0,0,,,0,,,1,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,6,0,0,1,0,15,381,381,592,9,,1,F,a69f2fe602d3b26e6ac2b6da4f3612ca08bb0b0a0c610523fd5e78275c78ba11,2018-07-02 03:42:00,2018-07-02 03:57:38,2018-07-02 04:11:52,CATD,Escaner,ACTA PREP
'211498C0200,211498C020003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1498,02,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,,Sin Acta,0,,,,,,,,
'211499B0100,211499B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1499,01,B,00,1,3,182,269,10,282,73,0,0,0,0,0,0,0,0,125,6,,,,1,,,,,0,0,,,1,,,1,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,0,0,10,279,219,442,10,,1,F,91cd7e41db1c0d10f5c38a05cd6fb54b8fd311586972783f50f6023321312c86,2018-07-02 03:30:00,2018-07-02 03:53:28,2018-07-02 03:56:13,CATD,Escaner,ACTA PREP
'211499C0100,211499C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1499,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,Sin Acta,0,,,,,,,,
'211500B0100,211500B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1500,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,Sin Acta,0,,,,,,,,
'211500C0100,211500C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1500,01,C,00,1,3,185,390,4,393,108,57,4,5,14,5,6,5,2,154,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,1,,0,0,0,,0,0,,0,0,,0,,3,1,0,1,0,20,394,393,558,4,,1,F,9f2c987a3d02f3d284cac288f6cf7e7bcdfe984eaaef8e34562715b84b361669,2018-07-02 02:15:00,2018-07-02 02:25:11,2018-07-02 02:25:51,CATD,Escaner,ACTA PREP
'211501B0100,211501B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1501,01,B,00,1,3,189,466,9,475,169,70,5,6,17,6,4,10,8,156,8,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,1,,0,0,0,,0,0,,0,0,,0,,1,2,0,0,1,19,475,483,645,9,,1,F,2a4eff120ac8d220e252104c709378c2988bdc237f205db406b909977a02f0f1,2018-07-02 03:45:00,2018-07-02 03:51:21,2018-07-02 03:51:48,CATD,Escaner,ACTA PREP
'211501C0100,211501C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1501,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,-,,,,,,,,
'211502B0100,211502B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1502,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,Sin Acta,0,,,,,,,,
'211502C0100,211502C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1502,01,C,00,1,3,137,384,4,387,117,54,2,12,8,7,10,11,1,132,8,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,2,1,,0,0,0,,0,0,,0,0,,0,,2,1,0,2,1,16,388,388,505,4,,1,F,d4826f94da13b1fd551b84abdd2f9bab87514c9d5cc9d7a4be059f0629db7004,2018-07-02 03:14:00,2018-07-02 03:32:23,2018-07-02 03:33:33,CATD,Escaner,ACTA PREP
'211503B0100,211503B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1503,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,Sin Acta,0,,,,,,,,
'211503C0100,211503C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1503,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,Sin Acta,0,,,,,,,,
'211504B0100,211504B010003,21,PUEBLA,017,HEROICA PUEBLA DE ZARAGOZA,1504,01,B,00,1,3,129,274,8,282,84,39,6,4,9,3,6,2,2,111,3,,,,0,,,,,0,0,,,0,,,0,,,,0,,,2,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,0,0,9,282,282,391,8,,1,F,d89a9a1716b3b82933a0b55fc3c02e6cf670ad05a2cdb788c853c4d8891a1694,2018-07-02 00:26:00,2018-07-02 00:38:46,2018-07-02 00:39:32,CATD,Escaner,ACTA PREP
'211504C0100,211504C010003,21,PUEBLA,017,HEROICA PUEBLA DE ZARAGOZA,1504,01,C,00,1,3,134,271,6,277,92,35,2,4,13,3,6,2,0,3,1,,,,2,,,,,0,0,,,1,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,1,0,0,0,0,11,277,176,391,6,,1,F,d0a3d34e303de3a8a730e808940990c4e08887bd9420889eb49d3db5b7f6609b,2018-07-02 01:38:00,2018-07-02 01:47:02,2018-07-02 01:47:53,CATD,Escaner,ACTA PREP
'211505B0100,211505B010003,21,PUEBLA,017,HEROICA PUEBLA DE ZARAGOZA,1505,01,B,00,1,3,233,493,9,486,133,71,7,13,20,2,19,5,0,191,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,1,0,18,502,486,705,9,,1,F,2e92fbd805a02bdc669b191a66e64d80e6e9baa0c3e25f33e1427362614ad1ed,2018-07-02 02:11:00,2018-07-02 02:15:20,2018-07-02 02:17:37,CATD,Escaner,ACTA PREP
'211505C0100,211505C010003,21,PUEBLA,017,HEROICA PUEBLA DE ZARAGOZA,1505,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,,Sin Acta,0,,,,,,,,
'211505C0200,211505C020003,21,PUEBLA,017,HEROICA PUEBLA DE ZARAGOZA,1505,02,C,00,1,3,242,482,4,484,131,55,7,11,15,3,13,7,0,208,6,,,,2,,,,,0,0,,,0,,,0,,,,0,,,0,,1,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,1,0,0,,0,0,,0,0,,0,,3,0,0,1,0,19,486,484,704,4,,1,F,4166eaf403ae37a3df7d95d8eac3766defa92ac8ff22f0ae5e15018e45c491d4,2018-07-02 02:09:00,2018-07-02 02:52:07,2018-07-02 02:52:58,CATD,Escaner,ACTA PREP
'211506B0100,211506B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1506,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,Sin Acta,0,,,,,,,,
'211506C0100,211506C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1506,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,Sin Acta,0,,,,,,,,
'211507B0100,211507B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1507,01,B,00,1,3,164,370,10,383,108,35,2,8,16,7,3,2,2,160,5,,,,2,,,,,0,0,,,1,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,1,,0,0,,0,0,,0,,2,0,0,2,0,26,380,383,524,10,,1,F,d8aace1ed33d146cc4f8cdf0ab97f02a288210833d4f671fc44af13040043677,2018-07-02 02:35:00,2018-07-02 02:48:17,2018-07-02 02:49:50,CATD,Escaner,ACTA PREP
'211507C0100,211507C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1507,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,Sin Acta,0,,,,,,,,
'211508B0100,211508B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1508,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,,Sin Acta,0,,,,,,,,
'211508C0100,211508C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1508,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,,Sin Acta,0,,,,,,,,
'211509B0100,211509B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1509,01,B,00,1,3,224,436,5,441,130,48,1,12,13,10,6,5,4,177,4,,,,3,,,,,1,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,0,0,0,0,0,25,441,440,645,5,,1,F,3a60958252a0068dbe38176911ca14044ece526d4ac553e34eeb026d5b47e190,2018-07-02 01:57:00,2018-07-02 02:09:03,2018-07-02 02:10:22,CATD,Escaner,ACTA PREP
'211509C0100,211509C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1509,01,C,00,1,3,230,428,6,434,117,46,15,8,16,6,6,7,0,175,7,,,,3,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,4,3,0,3,0,20,434,436,644,6,,1,F,4c39aa83924664b45e635127c2f993e808c2a9e71f3abacff73e0328b51483cb,2018-07-02 00:07:00,2018-07-02 00:22:50,2018-07-02 00:40:07,CATD,Escaner,ACTA PREP
'211510B0100,211510B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1510,01,B,00,1,3,182,426,11,450,103,56,3,9,18,3,24,4,3,209,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,0,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,3,2,0,0,0,6,437,449,599,11,,1,F,2dcde131a4581b042851d75488a7c98de53734502d99d69e584b9515d985472c,2018-07-02 04:09:00,2018-07-02 04:17:48,2018-07-02 04:21:40,CATD,Escaner,ACTA PREP
'211510C0100,211510C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1510,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,,Sin Acta,0,,,,,,,,
'211511B0100,211511B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1511,01,B,00,1,3,240,467,11,477,138,67,3,9,22,8,6,4,1,197,6,,,,0,,,,,0,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,1,0,,0,0,0,,0,0,,0,0,,0,,2,0,0,1,0,11,478,477,698,11,,1,F,a868e48745a20c58912881dda21d7ca5381ce0d285ce072a5f6389dbd6641f58,2018-07-02 04:11:00,2018-07-02 04:36:28,2018-07-02 04:39:26,CATD,Escaner,ACTA PREP
'211511C0100,211511C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1511,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,,Sin Acta,0,,,,,,,,
'211512B0100,211512B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1512,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,,,-,,,,,,,,
'211512C0100,211512C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1512,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,,Sin Acta,0,,,,,,,,
'211513B0100,211513B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1513,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,Sin Acta,0,,,,,,,,
'211513C0100,211513C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1513,01,C,00,1,3,188,474,5,474,133,66,3,11,20,8,2,3,2,182,10,,,,0,,,,,3,0,,,0,,,0,,,,0,,,1,,0,0,,0,0,,,0,,0,0,,,0,,,0,,0,0,,0,0,0,,0,0,,0,0,,0,,4,1,0,0,2,23,479,474,645,5,,1,F,eb3cd861b8496da2dd779e031a9b1b278289beeafb4a4b115dd3b9095009e190,2018-07-02 03:08:00,2018-07-02 03:23:43,2018-07-02 03:24:34,CATD,Escaner,ACTA PREP
'211514B0100,211514B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1514,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,Sin Acta,0,,,,,,,,
'211514C0100,211514C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1514,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,,Sin Acta,0,,,,,,,,
'211515B0100,211515B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1515,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,,,-,,,,,,,,
'211516B0100,211516B010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1516,01,B,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,Sin Acta,0,,,,,,,,
'211516C0100,211516C010003,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1516,01,C,00,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,Sin Acta,0,,,,,,,,
