GUBERNATURA
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7548,7407,0,7407,98.1319,6232,82.5649,4.0805,1174,3705612,2516965,2506816,67.6491

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,CPP,PSI,MORENA,PES,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_CPP_PSI,C_PRD_MC_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_CPP_PSI,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_CPP_PSI,C_MC_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_CPP,C_PRD_PSI,C_MC_CPP,C_MC_PSI,C_CPP_PSI,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'211587C0300,211587C030005,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,03,C,00,1,5,329,381,10,381,100,78,5,14,24,4,5,3,124,7,7,1,0,3,4,0,0,0,1,0,2,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,9,391,398,709,10,,1,F,3cdffc2b394681b10112b7d792b21eaedb8f6e0274cb4f3b6df2ecaa4f0c0fc4,2018-07-02 01:08:00,2018-07-02 01:33:37,2018-07-02 01:35:56,CATD,Escaner,ACTA PREP
'211587C0400,211587C040005,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,04,C,00,1,5,292,431,7,432,106,82,6,13,26,7,7,2,145,2,4,5,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,16,438,432,709,7,,1,F,a609c8dbe6609f130872d0e7169189ba702e085f7ecfee74273fde94f0648f69,2018-07-02 00:31:00,2018-07-02 00:46:10,2018-07-02 00:47:50,CATD,Escaner,ACTA PREP
'211587C0500,211587C050005,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,05,C,00,1,5,330,391,7,397,109,78,6,11,25,6,3,1,119,10,9,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,10,398,398,709,7,,1,F,505ae829912a9ba69b6ce19f8dedd5de025a11fb2a287edab36d9f873d4362c4,2018-07-02 00:30:00,2018-07-02 00:38:03,2018-07-02 00:39:55,CATD,Escaner,ACTA PREP
'211587E0100,211587E010005,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,00,1,5,253,479,9,492,138,74,6,17,30,7,8,0,180,9,5,1,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,488,492,721,9,,1,F,b67d9257efe33b2eb3d465470a54e9d553223f3bef1f5ba9cde2b1c2184eed27,2018-07-02 01:43:00,2018-07-02 02:18:14,2018-07-02 02:20:05,CATD,Escaner,ACTA PREP
'211587E0101,211587E010105,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,01,1,5,260,476,6,480,136,71,5,13,39,6,4,1,172,5,9,1,1,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,482,480,721,6,,1,F,eba34af94883a20147990927ba287b9d3a4e6cf33002c72e549449fc0eeb7154,2018-07-02 01:37:00,2018-07-02 01:49:59,2018-07-02 01:51:12,CATD,Escaner,ACTA PREP
'211587E0102,211587E010205,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,02,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,Todos los campos ilegibles,0,F,1758d24a0cabc7d19f2e9dda191fb062ce5d83a5f154c79f76c415ad4f67737a,2018-07-02 02:20:00,2018-07-02 03:39:36,2018-07-02 03:40:08,CATD,Escaner,ACTA PREP
'211587E0103,211587E010305,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,03,1,5,261,472,8,480,150,68,4,16,28,2,5,1,180,8,6,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,480,480,721,8,,1,F,2cf7f8aa73d7d0598474e73eafed3746842ec2dbfd22889252edeb93944bfa72,2018-07-02 02:22:00,2018-07-02 03:57:44,2018-07-02 03:59:37,CATD,Escaner,ACTA PREP
'211587E0104,211587E010405,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,04,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,,,-,,,,,,,,
'211587E0105,211587E010505,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,05,1,5,273,456,11,466,144,67,3,6,30,4,3,1,169,9,6,1,0,2,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,467,467,721,11,,1,F,78d377eaecf47f98f35bef175d568a7266b9030262c01fb5163755e6de6bfce8,2018-07-02 02:47:00,2018-07-02 03:07:31,2018-07-02 03:08:14,CATD,Escaner,ACTA PREP
'211587E0106,211587E010605,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,06,1,5,261,472,8,481,148,61,3,11,33,8,6,4,173,7,9,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,480,481,721,8,,1,F,6815f9063376680de86799523cee5f826b99f72eca4cff7e638319dd6c108660,2018-07-02 00:58:00,2018-07-02 01:04:53,2018-07-02 01:06:30,CATD,Escaner,ACTA PREP
'211587E0107,211587E010705,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,07,1,5,252,480,8,488,157,66,4,13,25,5,3,0,173,6,7,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,15,488,486,721,8,,1,F,485ddefe3d94e80a20e86f1bcb3da361a37bb34530de4a013f6f26c18e3edc94,2018-07-02 01:45:00,2018-07-02 01:55:37,2018-07-02 01:57:07,CATD,Escaner,ACTA PREP
'211587E0108,211587E010805,21,PUEBLA,011,HEROICA PUEBLA DE ZARAGOZA,1587,01,E,08,1,5,254,483,4,487,157,76,2,12,25,3,3,2,165,2,11,0,0,4,13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,487,487,721,4,,1,F,c9d6fd6d4305598e926c4f4c2e5ebef0de591c60f0e3c5277124029607464ece,2018-07-02 02:44:00,2018-07-02 04:09:02,2018-07-02 04:10:22,CATD,Escaner,ACTA PREP
'211588B0100,211588B010005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1588,01,B,00,1,5,312,376,6,277,110,64,5,21,16,16,6,1,103,5,7,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,382,377,676,6,,1,F,35b7c2fdf658e6c0a64e581d700a58538968aea1fcee07cd43be9d67908a3f88,2018-07-02 02:08:00,2018-07-02 02:16:37,2018-07-02 02:17:47,CATD,Escaner,ACTA PREP
'211588C0100,211588C010005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1588,01,C,00,1,5,312,373,8,377,89,73,3,16,17,8,6,0,122,15,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,9,381,368,676,8,,1,F,6b29234c3ca02b2f581addf146d51a3989fccc57745b1b4a4eee1f85432b48fa,2018-07-02 02:04:00,2018-07-02 02:13:31,2018-07-02 02:14:34,CATD,Escaner,ACTA PREP
'211588C0200,211588C020005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1588,02,C,00,1,5,341,349,5,348,68,65,4,15,33,10,7,4,120,9,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,354,356,675,5,,1,F,c011f8b0177add922c402222e32c6031160e90b5f3767972801f920e660291b2,2018-07-02 02:24:00,2018-07-02 02:49:11,2018-07-02 02:51:03,CATD,Escaner,ACTA PREP
'211588C0300,211588C030005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1588,03,C,00,1,5,315,373,6,378,91,60,6,15,18,9,10,1,133,5,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,15,379,378,675,6,,1,F,182d06e12b219d756d35dc0f38183436d1444add35eeaad6a3f41a0fb300ada0,2018-07-02 02:34:00,2018-07-02 02:43:06,2018-07-02 02:44:49,CATD,Escaner,ACTA PREP
'211588C0400,211588C040005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1588,04,C,00,1,5,343,346,4,352,76,56,1,15,18,3,10,3,130,6,12,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,350,352,675,4,,1,F,11fc3feecd5db1250e116e5e2bd13d4d275925c37f825aab4ba90a60a95b1508,2018-07-02 02:25:00,2018-07-02 02:36:55,2018-07-02 02:37:56,CATD,Escaner,ACTA PREP
'211588C0500,211588C050005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1588,05,C,00,1,5,310,373,5,380,96,61,4,11,17,13,8,1,137,10,11,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,378,380,675,5,,1,F,641c1e4a7f52771c6822daedf811953d97b28c506b472ce226b81c61495b9df8,2018-07-02 02:28:00,2018-07-02 02:39:07,2018-07-02 02:43:16,CATD,Escaner,ACTA PREP
'211589B0100,211589B010005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1589,01,B,00,1,5,323,411,10,414,94,79,1,15,26,9,8,4,130,6,16,3,1,2,9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,421,421,724,10,,1,F,39641c89b2f3c033f8830870f23ca63a13e75e4dd48a9f7ebf835201de443c4a,2018-07-02 03:31:00,2018-07-02 03:55:54,2018-07-02 03:57:01,CATD,Escaner,ACTA PREP
'211589C0100,211589C010005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1589,01,C,00,1,5,0,0,0,0,93,71,7,11,28,6,10,1,126,7,11,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,21,0,402,723,0,,1,F,5982842661aafce5e53122d541de07b756c48422521fe9b9b521bf69116b8350,2018-07-02 03:38:00,2018-07-02 03:45:54,2018-07-02 03:47:58,CATD,Escaner,ACTA PREP
'211589C0200,211589C020005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1589,02,C,00,1,5,319,422,5,422,80,97,4,23,16,9,10,2,141,7,8,3,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,12,422,421,723,5,,1,F,2842433e6fc71a786c379481595a22225dc25e4c496bbfe592dc8546bd6885c5,2018-07-02 01:32:00,2018-07-02 01:43:04,2018-07-02 01:46:15,CATD,Escaner,ACTA PREP
'211589C0300,211589C030005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1589,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,,Sin Acta,0,,,,,,,,
'211589C0400,211589C040005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1589,04,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,,Sin Acta,0,,,,,,,,
'211590B0100,211590B010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1590,01,B,00,1,5,287,376,5,381,69,90,4,17,21,3,7,3,136,3,6,2,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,381,381,648,5,,1,F,f6a77c22c49c23d4f3c2182376c63932d42fa9b5c977201b8140cf2067589575,2018-07-02 00:58:00,2018-07-02 01:02:50,2018-07-02 01:05:32,CATD,Escaner,ACTA PREP
'211590C0100,211590C010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1590,01,C,00,1,5,302,359,8,367,64,89,5,0,22,3,4,0,148,0,7,4,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,367,367,648,8,,1,F,549d9b821da4e0e3100f5c0ade37077375c3d58596173d562a2d433826234bc7,2018-07-02 02:17:00,2018-07-02 03:43:53,2018-07-02 03:47:38,CATD,Escaner,ACTA PREP
'211590C0200,211590C020005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1590,02,C,00,1,5,300,360,8,367,61,71,8,30,19,4,2,3,136,1,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,368,367,647,8,,1,F,d8e60e66408d050437efb49d4ff2a3301d6457a5dc0e1acffddf998d059c130e,2018-07-02 02:20:00,2018-07-02 02:29:15,2018-07-02 02:31:12,CATD,Escaner,ACTA PREP
'211590C0300,211590C030005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1590,03,C,00,1,5,285,375,6,367,64,85,1,17,17,3,5,2,138,3,9,5,1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,15,381,376,647,6,,1,F,1181f744979015e30b00227950befb23ee23deb128cd0bee8a4e8d9b60b95b88,2018-07-02 02:15:00,2018-07-02 02:40:58,2018-07-02 02:42:05,CATD,Escaner,ACTA PREP
'211590S0100,211590S010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1590,01,S,00,1,5,646,124,0,124,31,21,1,2,5,2,3,0,50,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,0,0,,1,F,d0c0e4735c0a12349e99d54f7c4c74712f569d98404ec652ef837a216f5338be,2018-07-02 04:09:00,2018-07-02 05:49:03,2018-07-02 05:53:48,CATD,Escaner,ACTA PREP
'211591B0100,211591B010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1591,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,,Todos los campos vacio,0,F,0b946166889818ce4894741f47bb82a2aad38db071a918d67df97e1a273ef9b5,2018-07-02 03:27:00,2018-07-02 10:30:26,2018-07-02 11:03:26,CATD,Escaner,ACTA PREP
'211591C0100,211591C010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1591,01,C,00,1,5,294,388,1,389,84,87,5,26,25,5,6,2,113,9,7,2,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,389,389,663,1,,1,F,d309551ebd1407bc80ae8342f9f2d2fd588a01f874e6669d3fd308c560517e6e,2018-07-02 03:32:00,2018-07-02 06:52:00,2018-07-02 06:52:36,CATD,Escaner,ACTA PREP
'211591C0200,211591C020005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1591,02,C,00,1,5,274,401,8,409,95,79,4,14,21,5,3,3,142,11,8,2,0,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,409,409,663,8,,1,F,77694ab4303e4922041425a83a9d5f4c883e4faca2b0c1d9d41c6b400e0ee850,2018-07-02 03:41:00,2018-07-02 04:19:42,2018-07-02 04:20:40,CATD,Escaner,ACTA PREP
'211591C0300,211591C030005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1591,03,C,00,1,5,275,398,10,408,78,77,2,14,23,8,4,5,154,8,15,3,1,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,408,408,663,10,,1,F,b25e943597159e1289b61452b9bd689090f373c1c797387beef6e19174510bc2,2018-07-02 03:34:00,2018-07-02 04:29:29,2018-07-02 04:31:28,CATD,Escaner,ACTA PREP
'211591C0400,211591C040005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1591,04,C,00,1,5,281,391,10,401,72,84,6,19,28,1,2,0,147,7,10,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,401,400,662,10,,1,F,684a0625ca2ee89e4a87fc37c9f09f70b0109ea9e5efc5fce3a6b5148abbd609,2018-07-02 03:31:00,2018-07-02 04:41:33,2018-07-02 04:44:30,CATD,Escaner,ACTA PREP
'211592B0100,211592B010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1592,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,,Sin Acta,0,,,,,,,,
'211592C0100,211592C010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1592,01,C,00,1,5,266,379,9,388,68,76,4,13,20,6,1,7,155,7,16,4,0,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,388,399,635,9,,1,F,fc57f880088a7ae0e1cb50ec1da57ff69b72c2168cb0255a5fc8e2a2f3fc4abe,2018-07-02 03:09:00,2018-07-02 03:35:56,2018-07-02 03:36:45,CATD,Escaner,ACTA PREP
'211592C0200,211592C020005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1592,02,C,00,1,5,266,380,9,389,72,72,4,18,18,1,7,1,151,6,11,4,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,10,389,386,635,9,,1,F,26f63ac0b38f2f94959d5a58273c312bb444dcb259c26ccdca9f053af871d52b,2018-06-02 03:11:00,2018-07-02 03:35:19,2018-07-02 03:36:21,CATD,Escaner,ACTA PREP
'211592C0300,211592C030005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1592,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,,Sin Acta,0,,,,,,,,
'211593B0100,211593B010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,01,B,00,1,5,330,393,7,400,88,67,0,21,22,8,6,2,145,4,8,0,0,5,2,5,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,400,400,710,7,,1,F,f5b79a9e29a320b2de222b3678761086ac0905db021265df48b5549fd04b1f83,2018-07-02 03:40:00,2018-07-02 04:13:00,2018-07-02 04:17:15,CATD,Escaner,ACTA PREP
'211593C0100,211593C010005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,01,C,00,1,5,281,443,5,448,96,79,3,18,17,6,1,2,175,17,7,2,1,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,448,440,710,5,,1,F,e199d94c0610f6051c81b72e566fce5d8ba409c641e051a7b54f5c48857a9589,2018-06-02 03:41:00,2018-07-02 04:31:44,2018-07-02 05:19:21,CATD,Escaner,ACTA PREP
'211593C0200,211593C020005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,02,C,00,1,5,365,356,9,364,76,67,5,11,19,5,6,1,135,4,12,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,365,364,710,9,,1,F,643973f6e6fd79790962aa7df1c5e956f253a81aaa8ee258a4dff4a4f0448ddd,2018-07-02 03:43:00,2018-07-02 04:21:34,2018-07-02 04:22:48,CATD,Escaner,ACTA PREP
'211593C0300,211593C030005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,03,C,00,1,5,0,0,0,0,62,78,2,14,30,3,10,2,131,9,0,1,0,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,365,710,0,,1,F,f9c3df1db63ccea928aaf7869136af20e5566b6d8c13847823b2584c7f82028c,2018-07-02 03:43:00,2018-07-02 04:31:35,2018-07-02 04:34:17,CATD,Escaner,ACTA PREP
'211593C0400,211593C040005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,04,C,00,1,5,353,369,8,378,82,66,4,19,19,8,1,2,139,8,11,3,0,4,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,377,378,710,8,,1,F,c8591ea3df0d80b5089984302b2f1e8646539cc625ab03077bc66a34c1e582c7,2018-07-02 03:44:00,2018-07-02 05:13:30,2018-07-02 05:16:29,CATD,Escaner,ACTA PREP
'211593C0500,211593C050005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,05,C,00,1,5,371,360,12,373,69,73,1,11,26,4,6,1,144,7,12,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6,372,372,710,12,,1,F,fd26331da58b24b1b81f7e0eba8fc8db0844b95a82106f74bfde406ed403e8e1,2018-07-02 02:26:00,2018-07-02 02:39:39,2018-07-02 02:41:30,CATD,Escaner,ACTA PREP
'211593C0600,211593C060005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,06,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,,Sin Acta,0,,,,,,,,
'211593C0700,211593C070005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,07,C,00,1,5,401,325,3,327,78,56,6,10,23,4,6,1,112,2,9,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,328,327,709,3,,1,F,9800befe9ac49472dc71f25d26f0e02b5cf24cfb1574133385d40dd40834b1ae,2018-07-02 03:17:00,2018-07-02 05:59:32,2018-07-02 06:03:12,CATD,Escaner,ACTA PREP
'211593C0800,211593C080005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,08,C,00,1,5,362,362,5,367,84,68,4,11,18,4,8,0,143,3,14,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,367,367,709,5,,1,F,4311bf6a2ebf9954b2726145642aef3fd5598ad24fad9066328ba458ebb7b0ba,2018-07-02 02:22:00,2018-07-02 02:43:23,2018-07-02 02:44:57,CATD,Escaner,ACTA PREP
'211593C0900,211593C090005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,09,C,00,1,5,353,367,8,375,77,79,0,20,22,7,8,1,112,8,15,2,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14,375,375,709,8,,1,F,558ae7500c05127277ae6d0d0ea5dc9f7c90e8d2a3b4e614fe1609a073a7f365,2018-07-02 02:22:00,2018-07-02 02:40:49,2018-07-02 02:41:51,CATD,Escaner,ACTA PREP
'211593C1000,211593C100005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,10,C,00,1,5,352,370,6,376,100,53,3,17,21,2,7,1,127,10,10,3,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,376,374,709,6,,1,F,3b2983c15a40f425efa12321e6e6251926bec3ce2a63b19b79b2ebc809e199b8,2018-07-02 02:53:00,2018-07-02 03:01:20,2018-07-02 03:02:42,CATD,Escaner,ACTA PREP
'211593C1100,211593C110005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,11,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,,Todos los campos vacio,0,F,da1caa831dfececea0ea5353f332b08caef088bf60214b4631e528d1daaf03f9,2018-07-02 02:57:00,2018-07-02 03:03:53,2018-07-02 03:04:26,CATD,Escaner,ACTA PREP
'211593C1200,211593C120005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,12,C,00,1,5,334,387,6,406,102,73,5,15,18,6,5,3,126,15,9,4,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16,392,406,709,6,,1,F,9a5666675df3306d5749c4b5bd7bd37118a6b6abfebea6d89a653f8a973d1251,2018-07-02 01:38:00,2018-07-02 01:52:11,2018-07-02 01:55:12,CATD,Escaner,ACTA PREP
'211593C1300,211593C130005,21,PUEBLA,020,HEROICA PUEBLA DE ZARAGOZA,1593,13,C,00,1,5,359,363,5,337,65,59,1,3,17,1,3,0,136,8,10,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,15,368,327,709,5,,1,F,9467c9d0d86bcdca6f9cc8655bb42883e5d65972e7c72da495b5e9624e357d69,2018-07-02 01:38:00,2018-07-02 01:56:01,2018-07-02 01:56:51,CATD,Escaner,ACTA PREP
'211594B0100,211594B010005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1594,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,Sin Acta,0,,,,,,,,
'211594C0100,211594C010005,21,PUEBLA,016,HEROICA PUEBLA DE ZARAGOZA,1594,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,Sin Acta,0,,,,,,,,
