GUBERNATURA
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7548,7407,0,7407,98.1319,6232,82.5649,4.0805,1174,3705612,2516965,2506816,67.6491

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,CPP,PSI,MORENA,PES,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_CPP_PSI,C_PRD_MC_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_CPP_PSI,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_CPP_PSI,C_MC_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_CPP,C_PRD_PSI,C_MC_CPP,C_MC_PSI,C_CPP_PSI,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'212031B0100,212031B010005,21,PUEBLA,005,TLATLAUQUITEPEC,2031,01,B,00,2,5,169,436,20,456,114,135,4,15,42,5,5,1,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,456,516,605,20,,1,F,1015efb14d2b5c30acc8dd356fcf481661dd73ef1bcf9d250bc3404825fb8f56,2018-07-02 04:30:00,2018-07-02 04:49:27,2018-07-02 04:57:13,CATD,Escaner,ACTA PREP
'212032B0100,212032B010005,21,PUEBLA,005,TLATLAUQUITEPEC,2032,01,B,00,2,5,74,159,13,172,53,75,0,7,6,0,2,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,172,172,226,13,,1,F,dbd3695d6aaae9f3cedcbe4b75f788207e03b68c93411a5295bbe63201cf67a6,2018-07-02 02:02:00,2018-07-02 02:05:35,2018-07-02 02:12:07,CATD,Escaner,ACTA PREP
'212033B0100,212033B010005,21,PUEBLA,023,ACATLAN DE OSORIO,2033,01,B,00,1,5,179,374,3,377,146,140,4,26,4,1,1,1,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,377,377,539,3,,1,D,524981d1a5e1fbf3054b6340394a262d77acb96c45577e4717072468c9fb1e60,2018-07-02 02:53:57,2018-07-02 04:01:52,2018-07-02 04:03:34,CASILLA,Movil,ACTA PREP
'212033C0100,212033C010005,21,PUEBLA,023,ACATLAN DE OSORIO,2033,01,C,00,1,5,167,385,7,,161,118,1,38,2,2,2,1,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,392,388,539,7,,1,D,5658be186803a1831d598dc7a4c2de1e488fda9631f9a6ffe02cf465e5c0dc51,2018-07-02 02:51:27,2018-07-02 03:50:42,2018-07-02 03:51:56,CASILLA,Movil,ACTA PREP
'212033C0200,212033C020005,21,PUEBLA,023,ACATLAN DE OSORIO,2033,02,C,00,1,5,163,388,1,387,189,94,4,29,12,3,0,2,41,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,17,389,404,538,1,,1,D,e905ee3e370bf578fc0d2de3cd6f88f6a96f511e941b10f023d74376e60482d6,2018-07-02 02:16:37,2018-07-02 02:31:38,2018-07-02 02:33:24,CASILLA,Movil,ACTA PREP
'212034B0100,212034B010005,21,PUEBLA,023,ACATLAN DE OSORIO,2034,01,B,00,1,5,180,441,0,441,235,94,1,28,6,1,2,1,46,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,441,438,601,0,,1,F,0950095bd2320d0a7a5b95491b880e96b6a111885e4ec95165c569a8d766d324,2018-07-02 08:32:00,2018-07-02 08:45:24,2018-07-02 08:47:15,CATD,Escaner,ACTA PREP
'212034C0100,212034C010005,21,PUEBLA,023,ACATLAN DE OSORIO,2034,01,C,00,1,5,193,427,1,428,197,114,4,25,3,1,1,1,50,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,428,428,601,1,,1,F,98bd7e8d07eee3652e41639d2a46be5ec17ede8a2b8983f346e480e298b4d828,2018-07-02 08:35:00,2018-07-02 08:55:12,2018-07-02 08:55:39,CATD,Escaner,ACTA PREP
'212035B0100,212035B010005,21,PUEBLA,023,ACATLAN DE OSORIO,2035,01,B,00,2,5,147,280,1,281,210,35,1,2,1,1,0,1,4,2,4,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,281,280,407,1,,1,F,dbdb754c41cc27c7d20c4e3e44fe27b9f2d4b32bc5aa49b540ec8e0b4187fefa,2018-07-02 04:10:00,2018-07-02 04:25:56,2018-07-02 04:27:02,CATD,Escaner,ACTA PREP
'212036B0100,212036B010005,21,PUEBLA,023,ACATLAN DE OSORIO,2036,01,B,00,2,5,42,75,5,80,34,36,0,1,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,80,102,5,,1,F,f65d79edf8847b7d68172ea0d406e837455c39abc91b6ce3d5fa2d5fbb7a5a86,2018-07-01 23:54:00,2018-07-02 00:09:41,2018-07-02 00:11:43,CATD,Escaner,ACTA PREP
'212037B0100,212037B010005,21,PUEBLA,023,ACATLAN DE OSORIO,2037,01,B,00,2,5,72,105,5,110,45,49,2,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,110,110,162,5,,1,F,ea34e2bf470754688f28156729dc1b7d89a6b964da2994c696a05b7d01228eea,2018-07-02 03:52:00,2018-07-02 04:14:55,2018-07-02 04:56:51,CATD,Escaner,ACTA PREP
'212038B0100,212038B010005,21,PUEBLA,022,IZUCAR DE MATAMOROS,2038,01,B,00,2,5,175,494,0,494,176,62,19,13,13,11,95,7,61,5,2,0,0,1,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,17,494,494,649,0,,1,F,b235f46758bcb527cba27881ae85a20ede0fb19139e6a200b67a4614d2172b08,2018-07-02 09:39:00,2018-07-02 09:42:00,2018-07-02 09:44:08,CATD,Escaner,ACTA PREP
'212038C0100,212038C010005,21,PUEBLA,022,IZUCAR DE MATAMOROS,2038,01,C,00,2,5,164,504,0,504,164,94,17,3,13,12,84,5,66,4,2,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,30,504,504,648,0,,1,F,b25ec847d63c77172948a2e0d427f52ac31444036b3328a640b8239c0bc7ab73,2018-07-02 09:26:00,2018-07-02 09:28:30,2018-07-02 09:29:19,CATD,Escaner,ACTA PREP
'212039B0100,212039B010005,21,PUEBLA,022,IZUCAR DE MATAMOROS,2039,01,B,00,2,5,85,195,2,197,31,44,26,9,3,5,38,7,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,197,197,262,2,,1,F,a930dfec09a8f00184c4d76a5e4e216327a9e33e4bbb1b858634e5ecc913d0b6,2018-07-02 08:43:00,2018-07-02 08:50:31,2018-07-02 08:54:21,CATD,Escaner,ACTA PREP
'212039E0100,212039E010005,21,PUEBLA,022,IZUCAR DE MATAMOROS,2039,01,E,00,2,5,74,188,3,191,34,39,37,2,7,6,37,3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,191,191,245,3,,1,F,214793ea54d35b9881be17a2ec5d395e56d3a8d35f3458b2e4b15e821801f1e3,2018-07-02 08:24:00,2018-07-02 08:26:47,2018-07-02 08:27:38,CATD,Escaner,ACTA PREP
'212040B0100,212040B010005,21,PUEBLA,022,IZUCAR DE MATAMOROS,2040,01,B,00,2,5,151,402,5,407,0,115,39,14,6,9,0,20,44,2,2,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,12,407,275,537,5,,1,D,93043ba3a57c26ee39e97d26e4e65adf2fcdf5b86973c4e59f19cb8c84394ce6,2018-07-01 23:45:38,2018-07-02 00:23:28,2018-07-02 00:42:52,CASILLA,Movil,ACTA PREP
'212041B0100,212041B010005,21,PUEBLA,022,IZUCAR DE MATAMOROS,2041,01,B,00,2,5,65,179,4,173,14,75,6,1,0,3,49,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,4,173,173,218,4,,1,F,4d21c27157faff18303e956851ab1c4f6537a48f10d011b0061d18d1179d835e,2018-07-02 08:10:00,2018-07-02 08:13:03,2018-07-02 08:13:45,CATD,Escaner,ACTA PREP
'212042B0100,212042B010005,21,PUEBLA,024,TEHUACAN,2042,01,B,00,2,5,158,469,4,473,143,68,0,0,14,0,0,0,154,0,0,22,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,473,473,611,4,,1,F,2950bc78172cce036978a3326362e752fe748042d63d767dd5fd8b94d1f1d936,2018-07-02 03:23:00,2018-07-02 03:42:47,2018-07-02 03:43:54,CATD,Escaner,ACTA PREP
'212042C0100,212042C010005,21,PUEBLA,024,TEHUACAN,2042,01,C,00,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,Todos los campos ilegibles,0,F,c5cf36a57adda5b52cd243bda183528b9e403bd44a4897a03a79fd2667b0866e,2018-07-02 02:35:00,2018-07-02 03:13:17,2018-07-02 03:13:51,CATD,Escaner,ACTA PREP
'212042C0200,212042C020005,21,PUEBLA,024,TEHUACAN,2042,02,C,00,2,5,161,468,2,470,138,92,7,18,18,20,21,2,129,7,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,470,469,611,2,,1,F,bc2e80a323cb6fe87f2fe2f569c5446050293a8aa4ea45fd86a87a23796efaa8,2018-07-02 06:45:00,2018-07-02 08:36:43,2018-07-02 08:38:18,CATD,Escaner,ACTA PREP
'212042C0300,212042C030005,21,PUEBLA,024,TEHUACAN,2042,03,C,00,2,5,172,456,3,459,150,58,4,34,11,14,23,10,127,5,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,459,458,611,3,,1,F,712f02a351a44ad760f686b059cde831f986ac96bc8b85491888ea3220501530,2018-07-02 06:04:00,2018-07-02 08:06:23,2018-07-02 08:07:24,CATD,Escaner,ACTA PREP
'212043B0100,212043B010005,21,PUEBLA,024,TEHUACAN,2043,01,B,00,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,,Sin Acta,0,,,,,,,,
'212043C0100,212043C010005,21,PUEBLA,024,TEHUACAN,2043,01,C,00,2,5,142,447,1,448,79,55,8,22,8,9,14,30,168,10,9,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,22,448,447,570,1,,1,F,5d96eed087683d9178626069cedaabf5522caeb1b55aa12945a3b00cf5d9cd8c,2018-07-02 05:14:00,2018-07-02 06:07:59,2018-07-02 06:09:11,CATD,Escaner,ACTA PREP
'212043C0200,212043C020005,21,PUEBLA,024,TEHUACAN,2043,02,C,00,2,5,145,442,3,445,71,64,5,30,8,6,30,24,134,14,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,51,445,442,570,3,,1,F,b98de964a229369eb68e786b5b224fda993a31a35ebf545b1689e0f868862053,2018-07-02 05:26:00,2018-07-02 06:27:59,2018-07-02 06:33:45,CATD,Escaner,ACTA PREP
'212044B0100,212044B010005,21,PUEBLA,024,TEHUACAN,2044,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,,Sin Acta,0,,,,,,,,
'212044C0100,212044C010005,21,PUEBLA,024,TEHUACAN,2044,01,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,,Sin Acta,0,,,,,,,,
'212044C0200,212044C020005,21,PUEBLA,024,TEHUACAN,2044,02,C,00,1,5,172,474,3,477,138,31,7,25,12,11,58,27,118,7,4,0,0,3,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,23,477,477,629,3,,1,F,533994eafd8be884d31740e5a482bc01edf113eef60db5040aa2617999aa31d3,2018-07-02 04:04:00,2018-07-02 04:20:39,2018-07-02 04:21:48,CATD,Escaner,ACTA PREP
'212044C0300,212044C030005,21,PUEBLA,024,TEHUACAN,2044,03,C,00,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,Todos los campos ilegibles,0,F,75991f02b6332a19da2bdeb7c137adc38f01b4be7adda143e232360f89f6ef8a,2018-07-02 05:38:00,2018-07-02 07:06:36,2018-07-02 07:06:58,CATD,Escaner,ACTA PREP
'212045B0100,212045B010005,21,PUEBLA,024,TEHUACAN,2045,01,B,00,2,5,167,445,8,452,121,49,7,23,11,12,40,14,136,10,3,3,0,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,453,452,599,8,,1,F,8e5b5143d8d7e1a1a5c918e04d9d2eb28509bb7ecf7f5da1d200f1389b1c6e03,2018-07-02 07:50:00,2018-07-02 09:58:44,2018-07-02 09:59:22,CATD,Escaner,ACTA PREP
'212045C0100,212045C010005,21,PUEBLA,024,TEHUACAN,2045,01,C,00,2,5,164,453,1,454,118,67,6,20,7,110,28,8,142,8,10,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,19,454,554,598,1,,1,F,4db6199c702a6df54c09c9b36bd9574a0224b57f90cddc4c61c790af863ddb60,2018-07-02 07:59:00,2018-07-02 10:09:37,2018-07-02 10:13:53,CATD,Escaner,ACTA PREP
'212045C0200,212045C020005,21,PUEBLA,024,TEHUACAN,2045,02,C,00,2,5,151,467,0,467,137,60,8,20,8,9,25,6,150,9,7,1,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18,467,467,598,0,,1,F,6b37f6533ea1133c7597dcf6ce6ad6bd3fbdca2d50df0fe46e9de97a251a3c23,2018-07-02 08:17:00,2018-07-02 10:20:35,2018-07-02 10:23:08,CATD,Escaner,ACTA PREP
'212046B0100,212046B010005,21,PUEBLA,024,TEHUACAN,2046,01,B,00,2,5,190,497,11,508,126,85,7,22,18,15,22,27,141,8,6,5,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,508,508,678,11,,1,F,96a54cba68358688b82c5ccb8126439d2a113962e67f3face9b04a36411a3540,2018-07-02 07:30:00,2018-07-02 09:31:46,2018-07-02 09:32:30,CATD,Escaner,ACTA PREP
'212046C0100,212046C010005,21,PUEBLA,024,TEHUACAN,2046,01,C,00,2,5,192,504,1,505,162,85,11,17,10,18,30,16,13,7,4,1,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,21,505,405,677,1,,1,F,510e6e5f427fccd7b1b7a508834ef20d56785711cf76a36bc7daf558943cc1b6,2018-07-02 05:48:00,2018-07-02 07:39:12,2018-07-02 07:39:50,CATD,Escaner,ACTA PREP
'212046C0200,212046C020005,21,PUEBLA,024,TEHUACAN,2046,02,C,00,2,5,237,455,5,460,127,86,10,16,10,5,26,24,114,3,2,1,1,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,19,460,460,677,5,,1,F,4b05970f3dafba8cf03b0284aa0713470f247160d22c7ff01030e1e0f571d1fa,2018-07-02 07:40:00,2018-07-02 09:44:47,2018-07-02 09:45:47,CATD,Escaner,ACTA PREP
'212047B0100,212047B010005,21,PUEBLA,024,TEHUACAN,2047,01,B,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,,Sin Acta,0,,,,,,,,
'212047C0100,212047C010005,21,PUEBLA,024,TEHUACAN,2047,01,C,00,1,5,163,436,9,445,137,33,8,35,11,14,12,27,124,4,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,1,0,21,445,445,588,9,,1,F,93f30891c134f80d867efac001a6afd58d553235da4f0932fc9e9ce11f79ef50,2018-07-02 04:30:00,2018-07-02 04:55:24,2018-07-02 04:58:48,CATD,Escaner,ACTA PREP
'212047C0200,212047C020005,21,PUEBLA,024,TEHUACAN,2047,02,C,00,1,5,171,437,0,437,109,45,8,32,12,9,10,27,119,5,5,1,1,3,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,40,437,437,588,0,,1,F,5d2ea2a8e5b48ce8c2997e738624d75c09526a320d658c66d1a813d4bf3bee34,2018-07-02 04:36:00,2018-07-02 05:31:47,2018-07-02 05:38:44,CATD,Escaner,ACTA PREP
'212047C0300,212047C030005,21,PUEBLA,024,TEHUACAN,2047,03,C,00,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,,Sin Acta,0,,,,,,,,
'212048B0100,212048B010005,21,PUEBLA,024,TEHUACAN,2048,01,B,00,1,5,244,511,0,511,132,46,5,33,7,10,24,45,151,10,9,3,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,23,511,511,735,0,,1,F,5af668accb63c4afa2521e2752c0adf72562266614db518ba284bebcf8c132b2,2018-07-02 07:20:00,2018-07-02 09:18:07,2018-07-02 09:18:54,CATD,Escaner,ACTA PREP
'212048C0100,212048C010005,21,PUEBLA,024,TEHUACAN,2048,01,C,00,1,5,232,520,2,522,140,47,4,24,7,9,31,28,162,3,7,3,0,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,1,0,39,522,522,734,2,,1,F,31e39793a992dfbc90e32cfb09f6a7fcab8866ddb9f6fcf39b80eeb66971279e,2018-07-02 07:10:00,2018-07-02 09:04:09,2018-07-02 09:05:10,CATD,Escaner,ACTA PREP
'212048C0200,212048C020005,21,PUEBLA,024,TEHUACAN,2048,02,C,00,1,5,217,535,2,537,137,46,7,27,16,10,18,32,174,7,6,2,1,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,42,537,537,734,2,,1,F,37635cea812a975aad7dcc3a4a0b4566198d4e579b855e811744ec6ee2a11228,2018-07-02 06:59:00,2018-07-02 08:51:06,2018-07-02 09:10:10,CATD,Escaner,ACTA PREP
'212049B0100,212049B010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,2049,01,B,00,2,5,134,457,0,457,63,53,1,18,21,95,8,64,77,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,43,457,457,571,0,,1,F,2ebee3c06ad0cba992e84450480de8fa56e468d3aab334defb7f727d5e5e07be,2018-07-02 08:24:00,2018-07-02 09:21:41,2018-07-02 09:22:13,CATD,Escaner,ACTA PREP
'212049C0100,212049C010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,2049,01,C,00,2,5,121,467,3,470,84,31,5,26,31,88,4,47,90,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,470,470,571,3,,1,F,a92204d8e6264d05136a7251c08857917a707cfd58ef5d9ba38878231e14f535,2018-07-02 08:21:00,2018-07-02 10:27:54,2018-07-02 10:29:15,CATD,Escaner,ACTA PREP
'212049E0100,212049E010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,2049,01,E,00,2,5,74,254,5,259,33,42,1,2,6,51,2,41,33,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259,222,313,5,,1,F,32c5ad0af42f40eee9f4ad888c1b1e0af1d3a99c2727dab889105a1e6aadf6cc,2018-07-02 08:17:00,2018-07-02 08:33:20,2018-07-02 08:35:31,CATD,Escaner,ACTA PREP
'212050B0100,212050B010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,2050,01,B,00,1,5,142,601,0,601,117,67,3,15,15,63,9,74,153,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,67,601,596,722,0,,1,F,7797aac0c8ff98ae6a47c46cf5d516566d9ec89971df9bc64a60aa4d2e0a8441,2018-07-02 08:29:00,2018-07-02 08:40:02,2018-07-02 08:40:53,CATD,Escaner,ACTA PREP
'212050C0100,212050C010005,21,PUEBLA,002,HUAUCHINANGO DE DEGOLLADO,2050,01,C,00,1,5,178,564,0,564,92,52,6,23,22,72,10,62,135,15,2,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,55,564,558,722,0,,1,F,dec0241844159d1aa6a682551a7c1e46e62fb6dcc0ad23a246638059cb9dea36,2018-07-02 08:27:00,2018-07-02 09:09:38,2018-07-02 09:25:32,CATD,Escaner,ACTA PREP
'212051B0100,212051B010005,21,PUEBLA,012,AMOZOC DE MOTA,2051,01,B,00,2,5,157,514,5,519,140,82,4,21,33,4,5,34,132,9,10,0,1,2,2,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,23,519,516,656,5,,1,F,7231ef2f0ea88df54964e40555fa68169ce9003c214b5c32ceec4781cf8c8775,2018-07-02 06:05:00,2018-07-02 07:16:58,2018-07-02 07:18:13,CATD,Escaner,ACTA PREP
'212051C0100,212051C010005,21,PUEBLA,012,AMOZOC DE MOTA,2051,01,C,00,2,5,0,0,0,0,118,89,2,22,33,4,6,56,117,17,13,0,0,3,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,23,0,513,655,0,,1,F,d6f68cc5548b369397d06d56c12e74d435ccd9ff7da0f3d4f886bec6d53d1897,2018-07-02 06:31:00,2018-07-02 09:16:55,2018-07-02 09:17:01,CATD,Escaner,ACTA PREP
'212051C0200,212051C020005,21,PUEBLA,012,AMOZOC DE MOTA,2051,02,C,00,2,5,204,468,1,455,115,68,7,20,27,9,6,52,112,5,9,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,32,469,471,655,1,,1,F,1c03753c87586e4f3433d51a9b7b59d379ac93837853661dd587939f6a93fae5,2018-07-02 06:09:00,2018-07-02 07:58:17,2018-07-02 07:58:52,CATD,Escaner,ACTA PREP
'212052B0100,212052B010005,21,PUEBLA,012,AMOZOC DE MOTA,2052,01,B,00,1,5,176,459,0,459,97,68,6,24,36,11,6,52,108,7,11,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,2,0,20,459,459,614,0,,1,F,6ddd70f1dec326f2ec9eec8abd20981bcd4a7e2855a5d19ea6abe6c46af22102,2018-07-02 05:18:00,2018-07-02 09:05:11,2018-07-02 09:05:49,CATD,Escaner,ACTA PREP
'212052C0100,212052C010005,21,PUEBLA,012,AMOZOC DE MOTA,2052,01,C,00,1,5,175,457,0,457,100,67,4,10,38,9,11,42,131,7,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,457,444,613,0,,1,F,4523bc6cb5bb437e9dcbff9596f51a260ae1d5b139548552c1836cb93dc7dc26,2018-07-02 04:36:00,2018-07-02 05:39:21,2018-07-02 05:43:49,CATD,Escaner,ACTA PREP
'212052C0200,212052C020005,21,PUEBLA,012,AMOZOC DE MOTA,2052,02,C,00,1,5,175,451,7,456,100,50,7,23,32,4,13,47,113,9,16,3,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,27,458,456,613,7,,1,F,9176fb1ec4ad97d1296ab2372445c33fd3e32eb809a659dc5a63cd4291197f8b,2018-07-02 04:51:00,2018-07-02 05:51:29,2018-07-02 05:55:16,CATD,Escaner,ACTA PREP
'212053B0100,212053B010005,21,PUEBLA,012,AMOZOC DE MOTA,2053,01,B,00,1,5,184,348,2,352,96,43,6,13,30,4,4,29,83,10,6,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19,350,352,514,2,,1,F,f0d69aec755389ccdf2b02f2d118508508bdc373e856fccfc16bed48a14dbd41,2018-07-02 04:41:00,2018-07-02 06:17:12,2018-07-02 06:20:35,CATD,Escaner,ACTA PREP
'212053C0100,212053C010005,21,PUEBLA,012,AMOZOC DE MOTA,2053,01,C,00,1,5,123,406,5,0,132,53,4,15,34,4,8,34,83,6,3,5,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,10,411,408,514,5,,1,F,057ffb884261861eca5f8e1e796aa19a647149d59c8094cfb1a01ff2a0f9a177,2018-07-02 05:27:00,2018-07-02 08:29:27,2018-07-02 08:29:50,CATD,Escaner,ACTA PREP
